"","X","modelbaseversion","suppliercountry","suppliernationalidentifier","publicationlanguage","publicationtime","publicationcountry","publicationnationalidentifier","situationid","situationconfidentiality","situationinformationstatus","situationurgency","situationrecordid","situationrecordcreationtime","situationrecordversion","situationrecordversiontime","situationrecordfirstsupplierversiontime","probabilityofoccurrence","validitystatus","overallstarttime","delaytimevalue","openlrbinary","openlrversion","alertceventcode","abnormaltraffictype","averagespeed","effectonroadlayout","roadmaintenancetype","roadmaintenancevalue","roadmaintenancelang","constructionworktype","networkmanagementtype","vehicleobstructiontype","accidenttype","obstructiontype","environmentalobstructiontype","poorenvironmenttype","ID","lon","lat"
"39",39,1,"nl","TomTom Traffic Service","en","2016-04-14 10:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",26,"2016-04-14 10:58:30","2016-04-14 10:58:30","probable","active","2016-04-14 09:11:30",722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"40",40,1,"nl","TomTom Traffic Service","en","2016-04-14 11:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",26,"2016-04-14 11:13:30","2016-04-14 11:13:30","probable","active","2016-04-14 09:11:30",722,"C/wxUxm13gooDAIu/6YKIBI=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"41",41,1,"nl","TomTom Traffic Service","en","2016-04-14 11:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",27,"2016-04-14 11:28:30","2016-04-14 11:28:30","probable","active","2016-04-14 09:11:30",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35408616063426,36.1555230615799
"42",42,1,"nl","TomTom Traffic Service","en","2016-04-14 11:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",27,"2016-04-14 11:44:00","2016-04-14 11:44:00","probable","active","2016-04-14 09:11:30",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"43",43,1,"nl","TomTom Traffic Service","en","2016-04-14 11:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",27,"2016-04-14 11:58:30","2016-04-14 11:58:30","probable","active","2016-04-14 09:11:30",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"44",44,1,"nl","TomTom Traffic Service","en","2016-04-14 12:14:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",27,"2016-04-14 12:14:30","2016-04-14 12:14:30","probable","active","2016-04-14 09:11:30",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"45",45,1,"nl","TomTom Traffic Service","en","2016-04-14 12:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",27,"2016-04-14 12:29:00","2016-04-14 12:29:00","probable","active","2016-04-14 09:11:30",697,"C/wxUxm13gooCwI4//cLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35408616063426,36.1555230615799
"46",46,1,"nl","TomTom Traffic Service","en","2016-04-14 12:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",28,"2016-04-14 12:44:30","2016-04-14 12:44:30","probable","active","2016-04-14 09:11:30",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"47",47,1,"nl","TomTom Traffic Service","en","2016-04-14 12:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884416144-1","2016-04-14 09:11:30",28,"2016-04-14 12:59:30","2016-04-14 12:59:30","probable","active","2016-04-14 09:11:30",828,"C/wxVRm14gw+DgIo/5wKIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"48",48,1,"nl","TomTom Traffic Service","en","2016-04-14 13:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117926544-1","2016-04-14 13:42:00",1,"2016-04-14 13:44:00","2016-04-14 13:44:00","probable","active","2016-04-14 13:42:00",463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"49",49,1,"nl","TomTom Traffic Service","en","2016-04-14 14:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-04-14 14:49:30",3,"2016-04-14 14:58:30","2016-04-14 14:58:30","probable","active","2016-04-14 14:49:30",222,"C/ww9xmy5yOMDAFH/jAjFA==",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35408616063426,36.1555230615799
"50",50,1,"nl","TomTom Traffic Service","en","2016-04-14 15:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-04-14 14:49:30",7,"2016-04-14 15:13:30","2016-04-14 15:13:30","probable","active","2016-04-14 14:49:30",260,"C/wxJRmykyONCADl/uQjFA==",3,108,"queueingTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"51",51,1,"nl","TomTom Traffic Service","en","2016-04-14 15:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144981817062592-1","2016-04-14 14:49:30",7,"2016-04-14 15:28:30","2016-04-14 15:28:30","probable","active","2016-04-14 14:49:30",260,"C/wxJRmykyONCADl/uQjFA==",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"52",52,1,"nl","TomTom Traffic Service","en","2016-04-15 08:29:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",4,"2016-04-15 08:29:30","2016-04-15 08:29:30","probable","active","2016-04-15 07:30:00",463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"53",53,1,"nl","TomTom Traffic Service","en","2016-04-15 08:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",4,"2016-04-15 08:44:00","2016-04-15 08:44:00","probable","active","2016-04-15 07:30:00",463,"C/wxuRm1/wskCAFS/14KIBo=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35408616063426,36.1555230615799
"54",54,1,"nl","TomTom Traffic Service","en","2016-04-15 08:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",7,"2016-04-15 08:59:00","2016-04-15 08:59:00","probable","active","2016-04-15 07:30:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"55",55,1,"nl","TomTom Traffic Service","en","2016-04-15 09:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",7,"2016-04-15 09:14:00","2016-04-15 09:14:00","probable","active","2016-04-15 07:30:00",745,"C/wxRxm15wwwCwJS/+QLAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"56",56,1,"nl","TomTom Traffic Service","en","2016-04-15 09:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",10,"2016-04-15 09:28:30","2016-04-15 09:28:30","probable","active","2016-04-15 07:30:00",771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"57",57,1,"nl","TomTom Traffic Service","en","2016-04-15 09:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",10,"2016-04-15 09:44:00","2016-04-15 09:44:00","probable","active","2016-04-15 07:30:00",771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"58",58,1,"nl","TomTom Traffic Service","en","2016-04-15 09:58:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",12,"2016-04-15 09:58:30","2016-04-15 09:58:30","probable","active","2016-04-15 07:30:00",771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"59",59,1,"nl","TomTom Traffic Service","en","2016-04-15 10:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",12,"2016-04-15 10:13:30","2016-04-15 10:13:30","probable","active","2016-04-15 07:30:00",771,"C/wxRxm15wwwDQJI/5MKIBE=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"60",60,1,"nl","TomTom Traffic Service","en","2016-04-15 10:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",13,"2016-04-15 10:28:30","2016-04-15 10:28:30","probable","active","2016-04-15 07:30:00",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"61",61,1,"nl","TomTom Traffic Service","en","2016-04-15 10:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351078544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351078544-1","2016-04-15 10:44:30",1,"2016-04-15 10:44:30","2016-04-15 10:44:30","probable","active","2016-04-15 10:44:30",266,"C/wyUBm1UQswEf4J/YYLRDQ=",3,108,"queueingTraffic",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"62",62,1,"nl","TomTom Traffic Service","en","2016-04-15 10:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",22,"2016-04-15 10:44:30","2016-04-15 10:44:30","probable","active","2016-04-15 07:30:00",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"63",63,1,"nl","TomTom Traffic Service","en","2016-04-15 10:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",22,"2016-04-15 10:59:30","2016-04-15 10:59:30","probable","active","2016-04-15 07:30:00",798,"C/wxURm16gw4DQIx/4sKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"64",64,1,"nl","TomTom Traffic Service","en","2016-04-15 11:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944-1","2016-04-15 11:10:30",1,"2016-04-15 11:13:30","2016-04-15 11:13:30","probable","active","2016-04-15 11:10:30",316,"C/wyKBm0lAoxC/4I/zkKSwo=",3,101,"stationaryTraffic",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"65",65,1,"nl","TomTom Traffic Service","en","2016-04-15 11:13:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 11:13:30","2016-04-15 11:13:30","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"66",66,1,"nl","TomTom Traffic Service","en","2016-04-15 11:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 11:28:30","2016-04-15 11:28:30","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"67",67,1,"nl","TomTom Traffic Service","en","2016-04-15 11:43:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 11:43:30","2016-04-15 11:43:30","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"68",68,1,"nl","TomTom Traffic Service","en","2016-04-15 11:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 11:59:30","2016-04-15 11:59:30","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"69",69,1,"nl","TomTom Traffic Service","en","2016-04-15 12:14:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 12:14:00","2016-04-15 12:14:00","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"70",70,1,"nl","TomTom Traffic Service","en","2016-04-15 12:28:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",23,"2016-04-15 12:28:30","2016-04-15 12:28:30","probable","active","2016-04-15 07:30:00",821,"C/wxVRm14gw+DgIo/5wKIBA=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"71",71,1,"nl","TomTom Traffic Service","en","2016-04-15 12:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",24,"2016-04-15 12:44:00","2016-04-15 12:44:00","probable","active","2016-04-15 07:30:00",795,"C/wxVRm14gw+DAIy/+0LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"72",72,1,"nl","TomTom Traffic Service","en","2016-04-15 12:59:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",24,"2016-04-15 12:59:00","2016-04-15 12:59:00","probable","active","2016-04-15 07:30:00",828,"C/wxVRm14gw+DgIo/5wKIA0=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"73",73,1,"nl","TomTom Traffic Service","en","2016-04-15 13:14:36","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",27,"2016-04-15 13:14:36","2016-04-15 13:14:36","probable","active","2016-04-15 07:30:00",437,"C/wxuRm1/wskBwFc/68LAA==",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
"74",74,1,"nl","TomTom Traffic Service","en","2016-04-15 13:29:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",29,"2016-04-15 13:29:00","2016-04-15 13:29:00","probable","active","2016-04-15 07:30:00",470,"C/wxuRm1/wskCAFS/14KIBY=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284275392",-5.35078167912793,36.1323916910356
"75",75,1,"nl","TomTom Traffic Service","en","2016-04-15 13:44:00","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884390544-1","2016-04-15 07:30:00",29,"2016-04-15 13:44:00","2016-04-15 13:44:00","probable","active","2016-04-15 07:30:00",470,"C/wxuRm1/wskCAFS/14KIBY=",3,101,"stationaryTraffic",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144963351116944",-5.34947276112867,36.1481845377152
"76",76,1,"nl","TomTom Traffic Service","en","2016-04-15 15:44:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144-1","2016-04-15 15:32:30",3,"2016-04-15 15:44:30","2016-04-15 15:44:30","probable","active","2016-04-15 15:32:30",552,"C/wyRRm07AsgDwB2AhgLbhoX",3,101,"stationaryTraffic",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL145000284147408",-5.3522193431599,36.1295592783159
"77",77,1,"nl","TomTom Traffic Service","en","2016-04-15 15:59:30","other","76624715-56b0-46f7-a8cc-567fb22069ce","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144","internalUse","real","urgent","TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144954117376144-1","2016-04-15 15:32:30",5,"2016-04-15 15:59:30","2016-04-15 15:59:30","probable","active","2016-04-15 15:32:30",126,"C/wyRRm07AsgBwAsAYcKUDY=",3,108,"queueingTraffic",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TTI-76624715-56b0-46f7-a8cc-567fb22069ce-TTL144944884454544",-5.35400032994578,36.155351400203
